version,sequence,level,type,identifier,UNID,acronym,label_local,multiplicity,class_term,property_term,representation_term,associated_class,definition_local,code_list,attribute,DEN,definition,short_name,name,element,xpath
v4,176,5,A,,UN01005562,BBIE,明細文書注釈ID,0..1,CI_ Note,Identification,Identifier,,"明細文書注釈の識別ID
共通EDIプロバイダがシリアル番号をセット。標準仕様書３．３．５項参照",,,CI_ Note. Identification. Identifier,The unique identifier for this CI note.,ID,TradeItemAssociatedDocumentLineNoteID,ID,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/AssociatedDocumentLineDocument/Note/ID
v4/v4.3,177,4,C,,UN01014895,ASBIE,明細文書／組込み文書グループ,0..1,CIIL_ Document Line_ Document,Reference,,CI_ Referenced_ Document,この明細文書の組込み文書に関するグループ。,,,CIIL_ Document Line_ Document. Reference. CI_ Referenced_ Document,A document referenced from this CIIL document line.,Reference Document,TradeItemAssociatedDocumentLineDocumentReferenceReferencedDocument,ReferenceReferencedDocument,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/AssociatedDocumentLineDocument/ReferenceReferencedDocument
v4/v4.3,179,5,A,PK,UN01005580,BBIE,明細文書組込み文書ID,1..1,CI_ Referenced_ Document,Issuer Assigned_ Identification,Identifier,,この明細文書に組込んだ文書のID,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,TradeItemAssociatedLineReferenceReferencedDocumentIssuerAssignedID,IssuerAssignedID,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/AssociatedDocumentLineDocument/ReferenceReferencedDocument/IssuerAssignedID
v4/v4.3,180,5,A,,UN01005582,BBIE,明細文書組込み文書発行日,0..1,CI_ Referenced_ Document,Issue,Date Time,,この明細文書に組込んだ文書の発行日,,,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,TradeItemAssociatedLineReferenceReferencedDocumentIssueDateTime,IssueDateTime,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/AssociatedDocumentLineDocument/ReferenceReferencedDocument/IssueDateTime
v4/v4.3,181,5,A,,UN01005588,BBIE,明細文書組込み文書履歴ID,0..1,CI_ Referenced_ Document,Revision_ Identification,Identifier,,この明細文書に組込んだ文書の変更履歴を管理するID。,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,TradeItemAssociatedLineReferenceReferencedDocumentRevisionID,RevisionID,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/AssociatedDocumentLineDocument/ReferenceReferencedDocument/RevisionID
v4/v4.3,182,5,A,,UN01009672,BBIE,明細文書組込み文書タイプコード,0..1,CI_ Referenced_ Document,Type,Code,,この明細文書に組込んだ文書の文書タイプを識別するコード,UNCL1001,,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,Type Code,TradeItemAssociatedLineReferenceReferencedDocumentTypeCode,TypeCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/AssociatedDocumentLineDocument/ReferenceReferencedDocument/TypeCode
v4/v4.3,183,5,A,,UN01014899,BBIE,明細文書組込み文書サブタイプコード,0..1,CI_ Referenced_ Document,Subtype,Code,,この明細文書に組込んだ文書の文書サブタイプを識別するコード,JECxxxx,,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,Subtype Code,TradeItemAssociatedLineReferenceReferencedDocumentSubtypeCode,SubtypeCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/AssociatedDocumentLineDocument/ReferenceReferencedDocument/SubtypeCode
v4,184,3,C,,UN01005992,ASBIE,明細文書ヘッダ／決済グループ,0..1,CIIL_ Supply Chain_ Trade Line Item,Specified,,CIIL_ Supply Chain_ Trade Settlement,明細文書の決済に関するグループ。,,,CIIL_ Supply Chain_ Trade Line Item. Specified. CIIL_ Supply Chain_ Trade Settlement,The CIIL supply chain trade settlement specified for this CIIL supply chain trade line item.,Trade Settlement,DocumentSettlement,TradeSettlement,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement
v4,186,4,A,,UN01014647,BBIE,明細文書ヘッダ取引方向コード,0..1,CIIL_ Supply Chain_ Trade Settlement,Direction,Code,,明細文書ヘッダの取引方向を識別するコード,JECxxxx,,CIIL_ Supply Chain_ Trade Settlement. Direction. Code,The code specifying whether this CIIL supply chain trade settlement is an addition or a subtraction.,Direction Code,DocumentSettlementDirectionCode,DirectionCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/DirectionCode
v4,187,4,C,,UN01005998,ASBIE,明細文書ヘッダ決済／明細文書ヘッダ返金グループ,0..n,CIIL_ Supply Chain_ Trade Settlement,Specified,,CI_ Trade_ Allowance Charge,明細文書ヘッダの返金グループ,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,A Cross Industry (CI) allowance or charge specified for this CIIL supply chain trade settlement.,Allowance/Charge,DocumentSettlementTradeAllowanceCharge,TradeAllowanceCharge,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeAllowanceCharge
v4,189,5,A,,UN01005707,BBIE,"明細文書ヘッダ返金・追加請求判別子
＝返金（Allowance）",1..1,CI_ Trade_ Allowance Charge,Charge,Indicator,,"明細文書ヘッダ返金と明細文書ヘッダ追加請求を識別する判別子
=False(Allowance)",,,CI_ Trade_ Allowance Charge. Charge. Indicator,The indication of whether or not this CI trade allowance charge is a charge.,Charge Indicator,DocumentAllowanceChargeChargeIndicator,ChargeIndicator,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeAllowanceCharge/ChargeIndicator
v4.1,190,5,A,,UN01005713,BBIE,明細文書ヘッダ返金金額,0..1,CI_ Trade_ Allowance Charge,Actual,Amount,,"この文書の明細文書ヘッダに紐付く返金金額
源泉所得税は含まず。鑑ヘッダで対応",,,CI_ Trade_ Allowance Charge. Actual. Amount,An actual monetary value of this CI trade allowance charge.,Actual Amount,DocumentAllowanceChargeActualAmount,ActualAmount,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeAllowanceCharge/ActualAmount
v4.1,191,5,A,,UN01005714,BBIE,明細文書ヘッダ返金理由コード,0..1,CI_ Trade_ Allowance Charge,Reason,Code,,この明細文書ヘッダ返金の理由を識別するコード,UNCL5189,,CI_ Trade_ Allowance Charge. Reason. Code,The code specifying the reason for this CI trade allowance charge.,Reason Code,DocumentAllowanceChargeReasonCode,ReasonCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeAllowanceCharge/ReasonCode
v4.1,192,5,A,,UN01005715,BBIE,明細文書ヘッダ返金理由,0..1,CI_ Trade_ Allowance Charge,Reason,Text,,この明細文書ヘッダの明細文書ヘッダに紐付く返金金額,,,CI_ Trade_ Allowance Charge. Reason. Text,"The reason, expressed as text, for this CI trade allowance charge.",Reason Text,DocumentAllowanceChargeReasonText,Reason,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeAllowanceCharge/Reason
v4,193,5,C,,UN01005716,ASBIE,明細文書ヘッダ返金／明細文書ヘッダ返金税グループ,0..n,CI_ Trade_ Allowance Charge,Category,,CI_ Trade_ Tax,明細文書ヘッダ返金の税に関するグループ,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,A tax category of this CI trade allowance charge.,Tax Category,DocumentAllowanceChargeCategoryTradeTax,CategoryTradeTax,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeAllowanceCharge/CategoryTradeTax
v4,195,6,A,,UN01005841,BBIE,明細文書ヘッダ返金課税分類コード,1..1,CI_ Trade_ Tax,Category,Code,,明細文書ヘッダ返金の課税分類コード,UNCL5305,,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,DocumentAllowanceChargeTradeTaxCategoryCode,CategoryCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeAllowanceCharge/CategoryTradeTax/CategoryCode
v4,196,6,A,,UN01007174,BBIE,明細文書ヘッダ返金税率,0..1,CI_ Trade_ Tax,Rate_ Applicable,Percent,,明細文書ヘッダ返金の税率,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,DocumentAllowanceChargeCategoryTradeTaxRatePercent,RatePercent,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeAllowanceCharge/CategoryTradeTax/RatePercent
v4.1,197,4,C,,UN01005998,ASBIE,明細文書ヘッダ文書決済／明細文書ヘッダ追加請求グループ,0..n,CIIL_ Supply Chain_ Trade Settlement,Specified,,CI_ Trade_ Allowance Charge,明細文書ヘッダの明細文書ヘッダ追加請求のグループ,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,A Cross Industry (CI) allowance or charge specified for this CIIL supply chain trade settlement.,Allowance/Charge,DocumentSettlementTradeAllowanceCharge,TradeAllowanceCharge,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeAllowanceCharge
v4.1,199,5,A,,UN01005707,BBIE,"明細文書ヘッダ返金・追加請求判別子
＝追加請求（Charge）",1..1,CI_ Trade_ Allowance Charge,Charge,Indicator,,"明細文書ヘッダ返金と明細文書ヘッダ追加請求を識別する判別子
＝True(Charge)",,,CI_ Trade_ Allowance Charge. Charge. Indicator,The indication of whether or not this CI trade allowance charge is a charge.,Charge Indicator,DocumentAllowanceChargeChargeIndicator,ChargeIndicator,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeAllowanceCharge/ChargeIndicator
v4.1,200,5,A,,UN01005713,BBIE,明細文書ヘッダ追加請求金額,0..1,CI_ Trade_ Allowance Charge,Actual,Amount,,この明細文書ヘッダの明細文書ヘッダに紐付く追加請求金額,,,CI_ Trade_ Allowance Charge. Actual. Amount,An actual monetary value of this CI trade allowance charge.,Actual Amount,DocumentAllowanceChargeActualAmount,ActualAmount,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeAllowanceCharge/ActualAmount
v4.1,201,5,A,,UN01005714,BBIE,明細文書ヘッダ追加請求理由コード,0..1,CI_ Trade_ Allowance Charge,Reason,Code,,この明細文書ヘッダ追加請求の理由を識別するコード,UNCL5189,,CI_ Trade_ Allowance Charge. Reason. Code,The code specifying the reason for this CI trade allowance charge.,Reason Code,DocumentAllowanceChargeReasonCode,ReasonCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeAllowanceCharge/ReasonCode
v4.1,202,5,A,,UN01005715,BBIE,明細文書ヘッダ追加請求理由,0..1,CI_ Trade_ Allowance Charge,Reason,Text,,この明細文書ヘッダ追加請求の理由（内容）の説明,,,CI_ Trade_ Allowance Charge. Reason. Text,"The reason, expressed as text, for this CI trade allowance charge.",Reason Text,DocumentAllowanceChargeReasonText,Reason,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeAllowanceCharge/Reason
v4.1,203,5,C,,UN01005716,ASBIE,明細文書ヘッダ返金／明細文書ヘッダ追加請求税グループ,0..n,CI_ Trade_ Allowance Charge,Category,,CI_ Trade_ Tax,明細文書ヘッダ追加請求の税に関するグループ,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,A tax category of this CI trade allowance charge.,Tax Category,DocumentAllowanceChargeCategoryTradeTax,CategoryTradeTax,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeAllowanceCharge/CategoryTradeTax
v4.1,205,6,A,,UN01005841,BBIE,明細文書ヘッダ追加請求課税分類コード,1..1,CI_ Trade_ Tax,Category,Code,,明細文書ヘッダ追加請求の課税分類コード,UNCL5305,,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,DocumentAllowanceChargeTradeTaxCategoryCode,CategoryCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeAllowanceCharge/CategoryTradeTax/CategoryCode
v4.1,206,6,A,,UN01007174,BBIE,明細文書ヘッダ追加請求税率,0..1,CI_ Trade_ Tax,Rate_ Applicable,Percent,,明細文書ヘッダ追加請求の税率,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,DocumentAllowanceChargeCategoryTradeTaxRatePercent,RatePercent,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeAllowanceCharge/CategoryTradeTax/RatePercent
v1,207,4,C,,UN01005996,ASBIE,明細文書ヘッダ決済／明細文書ヘッダ税グループ,1..n,CIIL_ Supply Chain_ Trade Settlement,Applicable,,CI_ Trade_ Tax,明細文書ヘッダの税に関するグループ。,,,CIIL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,A Cross Industry (CI) tax applicable to this CIIL supply chain trade settlement.,Tax,DocumentSettlementTradeTax,TradeTax,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeTax
v2,209,5,A,,UN01005833,BBIE,明細文書ヘッダ課税分類税額,0..1,CI_ Trade_ Tax,Calculated,Amount,,"明細文書ヘッダの課税分類毎に端数処理計算した税額。
算出した税額は切り上げ、切り捨て、四捨五入のいずれかで処理し、税額は整数とする
＜税抜きの場合＞明細文書ヘッダ課税分類課税対象合計金額×税率
＜税込みの場合＞明細文書ヘッダ課税分類課税対象合計金額×税率／(１＋税率)",,,CI_ Trade_ Tax. Calculated. Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",Calculated Amount,DocumentTaxCalculatedAmount,CalculatedAmount,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeTax/CalculatedAmount
v1/v2,210,5,A,,UN01005834,BBIE,明細文書ヘッダ税タイプコード,0..1,CI_ Trade_ Tax,Type,Code,,"税の種類を識別するコード。デフォルトは消費税
消費税：VAT。源泉所得税：SWT",UNCL5153,,CI_ Trade_ Tax. Type. Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Type Code,DocumentTaxTypeCode,TypeCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeTax/TypeCode
v1/v2,211,5,A,,UN01005836,BBIE,明細文書ヘッダ税率,0..1,CI_ Trade_ Tax,Calculated,Rate,,明細文書ヘッダの課税分類毎の税額計算のための率。,,,CI_ Trade_ Tax. Calculated. Rate,"The rate used to calculate the amount of this CI trade related tax, levy or duty.",Calculated Rate,DocumentTaxCalculatedRate,CalculatedRate,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeTax/CalculatedRate
v2/v4.3,212,5,A,,UN01005839,BBIE,明細文書ヘッダ課税分類課税対象合計金額（税抜き）,0..1,CI_ Trade_ Tax,Basis,Amount,,Σ明細行課税分類譲渡資産合計金額＋Σ明細文書ヘッダ追加請求金額ーΣ明細文書ヘッダ返金金額 「明細文書ヘッダ税計算方式」のコード値指定により税抜き、税込みを識別する,,,CI_ Trade_ Tax. Basis. Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Basis Amount,DocumentTaxBasisAmount,BasisAmount,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeTax/BasisAmount
v3,213,5,A,,UN01005841,BBIE,明細文書ヘッダ課税分類コード,1..1,CI_ Trade_ Tax,Category,Code,,"明細文書ヘッダの課税分類（標準税率、軽減税率、不課税、非課税、免税等）を識別するコード
課税分類ごとにクラスを設ける",UNCL5305,,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,DocumentTaxCategoryCode,CategoryCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeTax/CategoryCode
v4,214,5,A,,UN01005842,BBIE,課税分類税通貨コード,0..1,CI_ Trade_ Tax,Currency,Code,,"「JPY」または「外貨」。デフォルトは「JPY」
文書通貨コード（UN01005914）の指定と合わせる。
文書通貨コードが「外貨」を指定された場合は明細文書ヘッダ税クラス（外貨建て適格請求書用）とセットで利用する",,"通貨コード
ISO4217",CI_ Trade_ Tax. Currency. Code,"The code specifying the currency for this CI trade related tax, levy or duty.",Currency Code,DocumentTaxCurrencyCode,CurrencyCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeTax/CurrencyCode
v2/v4.3,215,5,A,,UN01013040,BBIE,明細文書ヘッダ課税分類課税対象合計金額（税込み）,0..1,CI_ Trade_ Tax,Grand Total,Amount,,"明細文書ヘッダ課税分類課税対象合計金額（税抜き）＋明細文書ヘッダ課税分類税額
または
明細文書ヘッダ課税分類課税対象合計金額（税込み）",,,CI_ Trade_ Tax. Grand Total. Amount,The monetary value of the grand total of the basis plus tax for this CI trade tax.,Grand Total Amount,DocumentTaxGrandTotalAmount,GrandTotalAmount,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeTax/GrandTotalAmount
v2/v3,216,5,A,,UN01013096,BBIE,明細文書ヘッダ税計算方式,0..1,CI_ Trade_ Tax,Calculation Method,Code,,"仕入税額の消費税計算方式を指定
’＝外税計算（デフォルト）
　外税計算式：税率別仕入合計金額（税抜き）×税率",JECxxxx,,CI_ Trade_ Tax. Calculation Method. Code,"The code specifying the method by which this CI trade related tax, levy or duty is calculated, such as codes for ""tax calculated after line total summation"", ""tax calculated before line total summation"", ""tax back calculated based on grand total"".",Tax Calculation Method Code,DocumentTaxCalculationMethodCode,CalculationMethodCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeTax/CalculationMethodCode
v4,217,5,A,,UN01014650,BBIE,鑑ヘッダ適用税制ID,0..1,CI_ Trade_ Tax,Local Tax System,Identifier,,"取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",JECxxxx,,CI_ Trade_ Tax. Local Tax System. Identifier,The identifier of the local tax system for this CI trade tax.,Local Tax System ID,DocumentTaxLocalTaxSystemID,LocalTaxSystemID,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeTax/LocalTaxSystemID
v4.1,218,4,C,,UN01005996,ASBIE,明細文書ヘッダ決済／税グループ（外貨建て）,0..n,CIIL_ Supply Chain_ Trade Settlement,Applicable,,CI_ Trade_ Tax,外貨建て請求書の税率別課税分類合計額算出のための税グループ,,,CIIL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,A Cross Industry (CI) tax applicable to this CIIL supply chain trade settlement.,Tax,DocumentSettlementTradeTax,TradeTax,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeTax
v4.1,220,5,A,,UN01005833,BBIE,（外貨建て請求書）明細文書ヘッダ課税分類税額,0..1,CI_ Trade_ Tax,Calculated,Amount,,"外貨建て請求書の明細文書ヘッダの課税分類毎に端数処理計算した税額。
属性＝「JPY」
外貨建て請求書の明細文書ヘッダ課税分類資産譲渡合計金額×税率
算出した税額は切り上げ、切り捨て、四捨五入のいずれかで処理し、税額は整数とする",,"通貨コード
ISO4217",CI_ Trade_ Tax. Calculated. Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",Calculated Amount,DocumentTaxCalculatedAmount,CalculatedAmount,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeTax/CalculatedAmount
v4.1,221,5,A,,UN01005839,BBIE,（外貨建て請求書）明細文書ヘッダ課税分類譲渡資産合計金額（税抜き）,0..1,CI_ Trade_ Tax,Basis,Amount,,"明細行の課税分類毎の税抜き譲渡資産金額の合計金額。属性＝「JPY」
「明細文書ヘッダ課税分類譲渡資産合計金額（税抜き）(外貨）」を為替レートで「JPY」に換算",,"通貨コード
ISO4217",CI_ Trade_ Tax. Basis. Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Basis Amount,DocumentTaxBasisAmount,BasisAmount,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeTax/BasisAmount
v4.1,222,5,A,,UN01005841,BBIE,（外貨建て請求書）明細文書ヘッダ課税分類コード,1..1,CI_ Trade_ Tax,Category,Code,,外貨建て請求書の明細文書ヘッダの課税分類（標準税率、軽減税率）を識別するコード,UNCL5305,,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,DocumentTaxCategoryCode,CategoryCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeTax/CategoryCode
v4.1,223,5,A,,UN01005842,BBIE,（外貨建て請求書）課税分類税通貨コード,0..1,CI_ Trade_ Tax,Currency,Code,,"外貨建て請求書の税額を日本円で表示することを指定するコード
=「JPY」",,"通貨コード
ISO4217",CI_ Trade_ Tax. Currency. Code,"The code specifying the currency for this CI trade related tax, levy or duty.",Currency Code,DocumentTaxCurrencyCode,CurrencyCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeTax/CurrencyCode
v4.1,224,5,A,,UN01007174,BBIE,（外貨建て請求書）明細文書ヘッダ税率,0..1,CI_ Trade_ Tax,Calculated,Rate,,外貨建て請求書の明細文書ヘッダの課税分類毎の税額計算のための率。,,,CI_ Trade_ Tax. Calculated. Rate,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,DocumentTaxCalculatedRate,CalculatedRate,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeTax/CalculatedRate
v4.1,225,5,A,,UN01014650,BBIE,明細文書ヘッダ適用税制ID,0..1,CI_ Trade_ Tax,Local Tax System,Identifier,,"取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",JECxxxx,,CI_ Trade_ Tax. Local Tax System. Identifier,The identifier of the local tax system for this CI trade tax.,Local Tax System ID,DocumentTaxLocalTaxSystemID,LocalTaxSystemID,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeTax/LocalTaxSystemID
v1,226,4,C,,UN01006002,ASBIE,明細文書ヘッダ決済／合計金額グループ,0..1,CIIL_ Supply Chain_ Trade Settlement,Specified,,CIIL_ Trade Settlement_ Monetary Summation,明細文書ヘッダの合計金額に関するグループ,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CIIL_ Trade Settlement_ Monetary Summation,The CIIL trade settlement monetary summation specified for this CIIL supply chain trade settlement.,Monetary Summation,DocumentSettlementTradeSettlementMonetarySummation,TradeSettlementMonetarySummation,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeSettlementMonetarySummation
v4,228,5,A,,UN01006008,BBIE,明細文書ヘッダ追加請求合計金額,0..1,CIIL_ Trade Settlement_ Monetary Summation,Charge Total,Amount,,"明細文書ヘッダレベルの追加請求合計金額
'=Σ明細文書ヘッダ追加請求金額",,,CIIL_ Trade Settlement_ Monetary Summation. Charge Total. Amount,A monetary value of the total of all charge amounts being reported in this CIIL trade settlement monetary summation.,Charge Total Amount,DocumentSettlementMonetarySummationChargeTotalAmount,ChargeTotalAmount,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeSettlementMonetarySummation/ChargeTotalAmount
v4,229,5,A,,UN01006009,BBIE,明細文書ヘッダ返金合計金額,0..1,CIIL_ Trade Settlement_ Monetary Summation,Allowance Total,Amount,,"明細文書ヘッダレベルの返金合計金額
'=Σ明細文書ヘッダ返金金額",,,CIIL_ Trade Settlement_ Monetary Summation. Allowance Total. Amount,A monetary value of the total of all allowance amounts being reported in this CIIL trade settlement monetary summation.,Allowance Total Amount,DocumentSettlementMonetarySummationAllowanceTotalAmount,AllowanceTotalAmount,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeSettlementMonetarySummation/AllowanceTotalAmount
v1,230,5,A,,UN01006011,BBIE,明細文書ヘッダ消費税合計額,0..1,CIIL_ Trade Settlement_ Monetary Summation,Tax Total,Amount,,"明細文書ヘッダ消費税の合計税額
'=（明細文書ヘッダ譲渡資産合計金額（税抜き）＋明細文書ヘッダ追加請求合計金額ー明細文書ヘッダ返金合計金額）×税率
（明細文書ヘッダ課税分類コード＝S/AA）",,,CIIL_ Trade Settlement_ Monetary Summation. Tax Total. Amount,A monetary value of the total of all tax amounts being reported in this CIIL trade settlement monetary summation.,Tax Total Amount,DocumentSettlementMonetarySummationTaxTotalAmount,TaxTotalAmount,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeSettlementMonetarySummation/TaxTotalAmount
v1,231,5,A,,UN01008456,BBIE,明細文書ヘッダ譲渡資産合計金額(税抜き),0..1,CIIL_ Trade Settlement_ Monetary Summation,Net_ Line Total,Amount,,Σ明細行譲渡資産金額（税抜き）,,,CIIL_ Trade Settlement_ Monetary Summation. Net_ Line Total. Amount,"A monetary value of the line amount total, including line level allowances and charges and excluding line level taxes, being reported in this CIIL trade settlement monetary summation.",Net Line Total Amount,DocumentMonetarySummationNetLineTotalAmount,NetLineTotalAmount,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeSettlementMonetarySummation/NetLineTotalAmount
v2,232,5,A,,UN01008457,BBIE,明細文書ヘッダ譲渡資産合計金額(税込み),0..1,CIIL_ Trade Settlement_ Monetary Summation,Net Including Taxes_ Line Total,Amount,,Σ明細文書明細行譲渡資産金額（税込み）,,,CIIL_ Trade Settlement_ Monetary Summation. Net Including Taxes_ Line Total. Amount,"A monetary value of the line amount total, including line level allowances, charges, and taxes, being reported in this CIIL trade settlement monetary summation.",Net Line Total Amount Including Taxes,DocumentMonetarySummationNetTaxesLineTotalAmount,NetTaxesLineTotalAmount,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeSettlementMonetarySummation/NetTaxesLineTotalAmount
V4,233,5,A,,UN01011519,BBIE,明細文書ヘッダ課税対象総合計金額（税込み）,0..1,CIIL_ Trade Settlement_ Monetary Summation,Grand Total,Amount,,"明細文書ヘッダ課税対象取引合計金額（税込み）
'=明細文書ヘッダ譲渡資産合計金額（税抜き）＋明細文書ヘッダ追加請求合計金額ー明細文書ヘッダ返金合計金額＋明細文書ヘッダ消費税合計額
（明細文書ヘッダ課税分類コード＝S/AA）",,,CIIL_ Trade Settlement_ Monetary Summation. Grand Total. Amount,The monetary value of the grand total amount of this CIIL trade settlement monetary summation.,Grand Total Amount,DocumentSettlementMonetarySummationGrandTotalAmount,GrandTotalAmount,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeSettlementMonetarySummation/GrandTotalAmount
v4.3,234,5,A,,JPSxxxxxxxx,BBIE,明細文書ヘッダ課税対象外合計金額,0..1,CIIL_ Trade Settlement_ Monetary Summation,Tax Free Total,Amount,,"明細文書ヘッダの課税対象外合計金額。
'=Σ明細行課税対象金額
（明細行課税分類コード＝E/G/O）",,,CIIL_ Trade Settlement_ Monetary Summation. Tax Free Total. Amount,,,DocumentSettlementMonetarySummationTaxFreeTotalAmount,TaxFreeTotalAmount,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeSettlementMonetarySummation/TaxFreeTotalAmount
