sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,element,xpath
163,3,A,,End Date of Repeating Entry,xbrli:dateTimeItemType,0..1,,"For standard or recurring journals, stop date/time for repetitive entry.",gl-cor,0,Entry Header,CO15a_UK15_30,/CO16a/CO15a/CO15a_UK15_30,$.Accounting Entries.Entry Header.End Date of Repeating Entry,AccntgEntrs.EntryHedr.EndDatReptngEntry,反復仕訳終了日付,通常仕訳または反復仕訳のための、反復入力の終了日付/時刻。,gl-cor:endDateOfRepeatingEntry,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:endDateOfRepeatingEntry
164,3,A,,Reverse,xbrli:booleanItemType,0..1,,Should entry be reversed?,gl-cor,0,Entry Header,CO15a_UK15_31,/CO16a/CO15a/CO15a_UK15_31,$.Accounting Entries.Entry Header.Reverse,AccntgEntrs.EntryHedr.Revrs,反対仕訳要否,仕訳が取り消されるべきか。,gl-cor:reverse,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:reverse
165,3,A,,Reversing Date,xbrli:dateTimeItemType,0..1,,Date this entry should be reversed,gl-cor,0,Entry Header,CO15a_UK15_32,/CO16a/CO15a/CO15a_UK15_32,$.Accounting Entries.Entry Header.Reversing Date,AccntgEntrs.EntryHedr.RevrsngDat,反対仕訳日付,この仕訳が取り消されるべき日付。,gl-cor:reversingDate,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:reversingDate
166,3,A,,Entry Number Counter,xbrli:decimalItemType,0..1,,Unique reference for the entry - a numeric counter,gl-cor,0,Entry Header,CO15a_33,/CO16a/CO15a/CO15a_33,$.Accounting Entries.Entry Header.Entry Number Counter,AccntgEntrs.EntryHedr.EntryNumbrContr,仕訳番号カウンタ,仕訳の一意なリファレンス　　カウンタ,gl-cor:entryNumberCounter,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryNumberCounter
167,3,C,,Entered,,0..*,,Data entry activity record,gl-cor,0,Entered,CO02a,/CO16a/CO15a/CO02a,$.Accounting Entries.Entry Header.Entered,AccntgEntrs.EntryHedr.Entrd,【入力活動】,データ入力活動の記録,gl-cor:entered,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entered
168,4,A,,Date,xbrli:dateTimeItemType,1,,Date and time of activity,gl-cor,0,Entered,CO02a_CO01_01,/CO16a/CO15a/CO02a/CO02a_CO01_01,$.Accounting Entries.Entry Header.Entered.Date,AccntgEntrs.EntryHedr.Entrd.Dat,日時,実行日時,gl-cor:enteredDate,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entered/gl-cor:enteredDate
169,4,R,,User,,0..*,,Information about contacts.,gl-bus,0,User,BU10a,/CO16a/CO15a/CO02a/BU10a,$.Accounting Entries.Entry Header.Entered.User,AccntgEntrs.EntryHedr.Entrd.Usr,【システム利用者情報】,システムの利用者に関する情報。,gl-bus:enteredUser,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entered/gl-bus:enteredUser
170,5,A,REF,User ID,xbrli:tokenItemType,1,,A unique and persistent identifier used to distinguish a person within the system.,gl-bus,0,Entered,BU10a_BU08_01,/CO16a/CO15a/CO02a/BU10a/BU10a_BU08_01,$.Accounting Entries.Entry Header.Entered.User ID,AccntgEntrs.EntryHedr.Entrd.UsrId,識別番号,システム内で個人を識別するための一意かつ永続的な識別子。,gl-bus:enteredUserId,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entered/gl-bus:enteredUserId
171,3,C,,Approved,,0..*,,Data entry approval activity record,gl-cor,0,Approved,CO03a,/CO16a/CO15a/CO03a,$.Accounting Entries.Entry Header.Approved,AccntgEntrs.EntryHedr.Apprvd,【承認活動】,データ入力承認活動の記録,gl-cor:approved,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:approved
172,4,A,,Date,xbrli:dateTimeItemType,1,,Date and time of activity,gl-cor,0,Approved,CO03a_CO01_01,/CO16a/CO15a/CO03a/CO03a_CO01_01,$.Accounting Entries.Entry Header.Approved.Date,AccntgEntrs.EntryHedr.Apprvd.Dat,日時,実行日時,gl-cor:approvedDate,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:approved/gl-cor:approvedDate
173,4,R,,User,,0..*,,Information about contacts.,gl-bus,0,User,BU10b,/CO16a/CO15a/CO03a/BU10b,$.Accounting Entries.Entry Header.Approved.User,AccntgEntrs.EntryHedr.Apprvd.Usr,【システム利用者情報】,システムの利用者に関する情報。,gl-bus:approvedUser,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:approved/gl-bus:approvedUser
174,5,A,REF,User ID,xbrli:tokenItemType,1,,A unique and persistent identifier used to distinguish a person within the system.,gl-bus,0,Approved,BU10b_BU08_01,/CO16a/CO15a/CO03a/BU10b/BU10b_BU08_01,$.Accounting Entries.Entry Header.Approved.User ID,AccntgEntrs.EntryHedr.Apprvd.UsrId,識別番号,システム内で個人を識別するための一意かつ永続的な識別子。,gl-bus:approvedUserId,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:approved/gl-bus:approvedUserId
175,3,C,,Last Modified,,0..*,,Last modification activity record,gl-cor,0,Last Modified,CO04a,/CO16a/CO15a/CO04a,$.Accounting Entries.Entry Header.Last Modified,AccntgEntrs.EntryHedr.LastModfd,【最新更新活動】,最新の更新履歴,gl-cor:lastModified,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:lastModified
176,4,A,,Date,xbrli:dateTimeItemType,1,,Date and time of activity,gl-cor,0,Last Modified,CO04a_CO01_01,/CO16a/CO15a/CO04a/CO04a_CO01_01,$.Accounting Entries.Entry Header.Last Modified.Date,AccntgEntrs.EntryHedr.LastModfd.Dat,日時,実行日時,gl-cor:lastModifiedDate,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:lastModified/gl-cor:lastModifiedDate
177,4,R,,User,,0..*,,Information about contacts.,gl-bus,0,User,BU10c,/CO16a/CO15a/CO04a/BU10c,$.Accounting Entries.Entry Header.Last Modified.User,AccntgEntrs.EntryHedr.LastModfd.Usr,【システム利用者情報】,システムの利用者に関する情報。,gl-bus:lastModifiedUser,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:lastModified/gl-bus:lastModifiedUser
178,5,A,REF,User ID,xbrli:tokenItemType,1,,A unique and persistent identifier used to distinguish a person within the system.,gl-bus,0,Last Modified,BU10c_BU08_01,/CO16a/CO15a/CO04a/BU10c/BU10c_BU08_01,$.Accounting Entries.Entry Header.Last Modified.User ID,AccntgEntrs.EntryHedr.LastModfd.UsrId,識別番号,システム内で個人を識別するための一意かつ永続的な識別子。,gl-bus:lastModifiedUserId,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:lastModified/gl-bus:lastModifiedUserId
179,3,C,,Entry Detail,,0..*,,Parent for entry detail,gl-cor,0,Entry Detail,CO14a,/CO16a/CO15a/CO14a,$.Accounting Entries.Entry Header.Entry Detail,AccntgEntrs.EntryHedr.EntryDetl,【仕訳明細】,仕訳明細の親タグ。,gl-cor:entryDetail,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail
180,4,A,PK,Line Number,xbrli:stringItemType,0..1,,Identifier for a particular entry detail,gl-cor,0,Entry Detail,CO14a_01,/CO16a/CO15a/CO14a/CO14a_01,$.Accounting Entries.Entry Header.Entry Detail.Line Number,AccntgEntrs.EntryHedr.EntryDetl.LinNumbr,明細行番号,仕訳明細の識別子。,gl-cor:lineNumber,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:lineNumber
181,4,A,,Line Number Counter,xbrli:decimalItemType,0..1,,Unique reference for the line - a numeric counter,gl-cor,0,Entry Detail,CO14a_02,/CO16a/CO15a/CO14a/CO14a_02,$.Accounting Entries.Entry Header.Entry Detail.Line Number Counter,AccntgEntrs.EntryHedr.EntryDetl.LinNumbrContr,明細行番号カウンタ,明細行の一意なリファレンス　　カウンタ,gl-cor:lineNumberCounter,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:lineNumberCounter
182,4,A,,Monetary Amount,xbrli:monetaryItemType,0..1,,"This field (amount) represents the primary monetary amount related to the  subject of the entryDetail line. There is one primary monetary amount per entryDetail structure. It may, for example, represent the amount of one line of a journal entry, the balance on a document, or the extended amount of a line item on an invoice. Amount is not required if detailed entry is used for non-financial work and other elements are populated, in particular measurableQuantity. The amount field is a signed number (either positive or negative itself) and used in conjunction with a separate signOfAmount and a separate debitCreditCode, which together are considered for understanding the monetary amount. The unit of measure is determined by amountCurrency if present, and by the default or home currency if amountCurrency is not present.",gl-cor,0,Entry Detail,CO14a_03,/CO16a/CO15a/CO14a/CO14a_03,$.Accounting Entries.Entry Header.Entry Detail.Monetary Amount,AccntgEntrs.EntryHedr.EntryDetl.MontryAmnt,金額,entryDetailの代表的な金額を示す。entryDetailごとにひとつの値を持つ。たとえば、仕訳帳の行、残高、請求書の行の金額。明細が会計業務用でなく、measurableQuantityなどの他の要素が設定されている場合は不要。符号付数値であり、金額を解釈するために用意されたsignOfAmountおよびdebitCreditCodeとあわせて使用される。通貨単位はamountCurrencyで決定される。amountCurrencyが指定されない場合は、既定または自国の通貨単位となる。,gl-cor:monetaryAmount,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:monetaryAmount
183,4,A,,Currency,xbrli:QNameItemType,0..1,,"The currency related to the amount can be entered here instead of the XBRL instance specified way, especially important in multi-currency situations. Recommend ISO 4217 coding.",gl-cor,0,Entry Detail,CO14a_MC14_04,/CO16a/CO15a/CO14a/CO14a_MC14_04,$.Accounting Entries.Entry Header.Entry Detail.Currency,AccntgEntrs.EntryHedr.EntryDetl.Currncy,通貨,XBRLインスタンス内に指定する方法のかわりに、金額の通貨を指定可能。多通貨環境で特に重要。ISO4217コード体系を推奨。,gl-cor:currency,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:currency
184,4,A,,Sign Indication for Amount,xbrli:tokenItemType,0..1,,Sign of amount; provides 4 possible fields only when used in conjunction with debitCreditCode; primarily used for correcting entries so total debits and credits after an entry error are not inflated. D + increase DebitsD - decrease debitsC + decreases creditC - increases credit,gl-cor,0,Entry Detail,CO14a_05,/CO16a/CO15a/CO14a/CO14a_05,$.Accounting Entries.Entry Header.Entry Detail.Sign Indication for Amount,AccntgEntrs.EntryHedr.EntryDetl.SignIndctnAmnt,金額符号,"金額の符号。貸借識別子と関連して使用される場合にだけ、4つの可能なフィールドを提供する。記入エラー後の総貸借が膨張しないように、おもに仕訳の訂正に使用される。 D+は借方を増加させる。D-は借方を減少させる。C+は貸方を減少させる。C-は貸方を増加させる。
[設定値のリスト]
(+)、(-)、(plus：プラス)、(minus：マイナス)",gl-cor:signIndicationForAmount,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:signIndicationForAmount
185,4,A,,Debit/Credit Identifier,xbrli:tokenItemType,0..1,,"Optional identifier of whether the amount is a (D)ebit, a (C)redit or Undefined",gl-cor,0,Entry Detail,CO14a_06,/CO16a/CO15a/CO14a/CO14a_06,$.Accounting Entries.Entry Header.Entry Detail.Debit/Credit Identifier,AccntgEntrs.EntryHedr.EntryDetl.DebtcrdtIdntfr,貸借区分コード,"金額が借方か貸方か不定かを示す識別子。
[設定値のリスト]
(D)、(C)、(debit：借方)、(credit：貸方)、(undefined：不定)",gl-cor:debitCreditIdentifier,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:debitCreditIdentifier
186,4,A,,Posting Date,xbrli:dateTimeItemType,0..1,,"At the detail level, this represents the accounting significance date. No matter what date the document is received, entered, or posted, this signifies the accounting date of the entry. If you want to see the financial results for March 5, 2002 and this entry is given that date, the entry will be part of the results for March 5, 2002. This is different from the postedDate found at the entryHeader level. If you want the accounting significance to be a particular date, it goes here. A single entry could represent multiple dates, but would only be posted on one date.",gl-cor,0,Entry Detail,CO14a_07,/CO16a/CO15a/CO14a/CO14a_07,$.Accounting Entries.Entry Header.Entry Detail.Posting Date,AccntgEntrs.EntryHedr.EntryDetl.PostngDat,転記日付,明細レベルで、会計上意義のある日付を示す。ドキュメントの受領、入力、転記の日付に関わらず、仕訳が会計処理された日付を示す。2002.03.05の財務結果を見たいときに、ここにその日付がある場合は、この明細は2002.03.05の結果の一部である。これは、entryHeaderにあるpostedDateとは異なる。特定の日付を会計上意義のある日付にしたいなら、ここに記述する。ひとつの仕訳が複数の日付をあらわせるが、ひとつの日でのみ転記される。,gl-cor:postingDate,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:postingDate
187,4,A,,Memo Line,xbrli:booleanItemType,0..1,,A boolean like entry that indicates whether an entryDetail line has been provided solely to provide additional details and that tools should not consider the amount in postings.,gl-cor,0,Entry Detail,CO14a_BU14_08,/CO16a/CO15a/CO14a/CO14a_BU14_08,$.Accounting Entries.Entry Header.Entry Detail.Memo Line,AccntgEntrs.EntryHedr.EntryDetl.MemLin,メモ行フラグ,明細行が単に追加の詳細を与えるものであり、転記金額に含めるべきでないことを示すブール値。,gl-cor:memoLine,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:memoLine
188,4,A,,Allocation Code,xbrli:stringItemType,0..1,,A code that is tied to the Enterprise's allocation system.,gl-cor,0,Entry Detail,CO14a_BU14_09,/CO16a/CO15a/CO14a/CO14a_BU14_09,$.Accounting Entries.Entry Header.Entry Detail.Allocation Code,AccntgEntrs.EntryHedr.EntryDetl.AllctnCod,配分コード,配賦システムに結びつけるコード。,gl-cor:allocationCode,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:allocationCode
189,4,A,,Document Type,xbrli:tokenItemType,0..1,,"An enumerated field describing the original source document, with check, debit-memo, credit-memo, finance-charge, invoice, order-customer, order-vendor, payment-other, reminder, tegata, voucher, shipment, receipt, manual-adjustment, other.",gl-cor,0,Entry Detail,CO14a_10,/CO16a/CO15a/CO14a/CO14a_10,$.Accounting Entries.Entry Header.Entry Detail.Document Type,AccntgEntrs.EntryHedr.EntryDetl.DocmntType,元文書種別,"小切手、借方メモ、貸方メモ、財務費用、顧客への請求書、顧客オーダー、仕入先オーダー、その他支払い、督促状、手形、ベンダからの請求書、出荷票、受領票、手修正、その他の列挙値による、元文書の説明。[設定値のリスト] (check：小切手)、(debit-memo：借方メモ)、(credit-memo：貸方メモ)、(finance-charge：財務費用)、(invoice：顧客への請求書)、(order-customer：顧客オーダ)、(order-vendor：仕入先オーダ)、(payment-other：その他支払い)、(reminder：督促状)、(tegata：手形)、(voucher：ベンダからの請求書)、(shipment：出荷票)、(receipt：受領票)、(manual-adjustment：手修正)、(other：その他)",gl-cor:documentType,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:documentType
190,4,A,,Document Type Description,xbrli:stringItemType,0..1,,Free format description of the document type,gl-cor,0,Entry Detail,CO14a_11,/CO16a/CO15a/CO14a/CO14a_11,$.Accounting Entries.Entry Header.Entry Detail.Document Type Description,AccntgEntrs.EntryHedr.EntryDetl.DocmntTypeDescrptn,元文書種別説明,元文書の種別の説明。,gl-cor:documentTypeDescription,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:documentTypeDescription
191,4,A,,Invoice Type,xbrli:tokenItemType,0..1,,"Invoice Type  (self-billed, ePoS enumerated values)",gl-cor,0,Entry Detail,CO14a_12,/CO16a/CO15a/CO14a/CO14a_12,$.Accounting Entries.Entry Header.Entry Detail.Invoice Type,AccntgEntrs.EntryHedr.EntryDetl.InvcType,請求書種別,"請求書の種別。(self-billed、ePoS)
[設定値のリスト]
(ePos：POSシステムからの発行)、(self-billed：手動発行)",gl-cor:invoiceType,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:invoiceType
192,4,A,,Document Number,xbrli:stringItemType,0..1,,"Invoice, check, voucher, or other source document identifier",gl-cor,0,Entry Detail,CO14a_13,/CO16a/CO15a/CO14a/CO14a_13,$.Accounting Entries.Entry Header.Entry Detail.Document Number,AccntgEntrs.EntryHedr.EntryDetl.DocmntNumbr,元文書番号,請求書、小切手、証憑、その他の元文書の識別子。,gl-cor:documentNumber,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:documentNumber
